instance_id predicted_score
55144604125888 0.020535153766103376
221669167755726 0.017636146823622467
566644865989395 0.03360549016264369
954943998950521 0.017054663126047198
1192015136416062 0.02315937850593297
1239632009133923 0.036765210582482055
1370758425798224 0.013922596156101252
1386245957915884 0.013389049178962109
1587829942816220 0.0029891603199040384
1965296257027358 0.008439945070481514
2308106506629079 0.014369540858200636
2593276901346545 0.00044031882746620177
2637118065628095 0.021018997565050213
3007000529626316 0.01661284436504651
3486611488890127 0.010783728022667805
3526619005621379 0.012551405502769786
3707907988344302 0.018796448575850166
3859410900799220 0.01704397864138063
4132909449437306 0.028242942719015174
4666490843011356 0.015120133092685006
4957624520403631 0.004864816839740049
5022624687918236 0.011558737562991639
5245031179204693 0.019609636116233453
5273213709089732 0.007135786894424734
5341429719598597 0.022250940733465896
5421993019334491 0.029704535171278912
5519710025487847 0.02593536347253067
5773700242363804 0.009611846474354424
5812026496876317 0.014947904556565361
5860625415171838 0.008948164492272204
5888731810410007 0.020154621876875778
6063972374265869 0.02547044953202504
6067326110791822 0.038566877354041074
6359126923704860 0.016467701177803162
6388802315681498 0.014286984067478525
6433878236742272 0.0004820402054089845
6452344664550262 0.020630428805991197
6651913865445655 0.019600812455739636
6707001430745727 0.02577873998594038
6730413752360895 0.01979360322555679
6816504423480806 0.024071762402780195
7090470344271915 0.021872881502716934
7285476665473660 0.015455261112656049
7558711588190076 0.027071289026580958
7667359125925647 0.028396359581462693
8185971319114092 0.020681154641121524
8433912592511743 0.0180830938207438
8655843665845753 0.014112750851883571
8737350582865741 0.01906809241221008
8899701615096813 0.009850713454059412
9407985424920588 0.024671280739336998
9452608188846334 0.027640401707160756
9598290636996863 0.01755662896900778
9761773633678178 0.0025805997813989068
9798231407472553 0.014774402069944292
9911925930117846 0.04022301496192038
10003453861097600 0.024727419510471305
10033218693392079 0.03819494830122616
10132016737277869 0.020922688159656255
10419287412996374 0.014580177652749104
10986155594432407 0.017872973471696585
11049867969779409 0.020167598904629935
11389035467072333 0.02032734238290057
11442106188407017 0.015959495977154625
11741461405551140 0.0062433371328934895
11823212845773044 0.024588495483307105
12088393426624010 0.010222777916036985
12207783194487112 -0.0035890549489825396
12226287428045975 0.020904612826393998
12249947081089396 0.022744922961074776
12386080094223902 0.031518831402998826
12507370273002600 0.024848017771600395
12785681979442168 0.018852581626478404
12888980426526109 0.015270594888194267
12900461919485333 0.02295463370805273
13322823395290645 0.011637869398905876
13828691382245377 0.018521588494163743
14352321985445602 0.036276838651965626
14691986840989017 0.010606005511738403
15243596504908734 0.01858808007486834
15268655458779341 0.014600532287389889
15423904394738521 0.013937158795685578
15485467792420960 0.02962118666977065
15498205746849773 0.01809231164340397
15731133664297641 0.005610971391681541
15887040621302276 0.0038008990181321867
16171723608839310 0.022108023994276915
16246257639262555 0.0014017959527614643
16329733759369079 0.012225189965938466
16519667118323295 0.009450256969481208
16550490921859014 0.013951631488208882
16615623903296341 0.02834547797480169
16654423689718542 0.02147149636983503
16784146675608527 0.02601904002807831
16919720255324691 0.027144212148023983
17038058848714529 0.017981073740334752
17106027189867886 -0.0010587105935918606
17456632746089230 0.014795032909336925
17464991084375871 0.0255448182486393
17519060396617653 0.01999668000154764
17592230724388482 0.01396683962391565
17601420090594330 0.013466534908755712
17724787467894423 0.02785408530241229
18232000594917795 0.016045184250293887
18326800347869864 0.02201655152307691
18409463985586024 0.0022969473127402162
18562001393908554 0.02278965669977051
18701207844803227 0.022759390211840702
18977079048858178 0.018291220479303538
19063736790259593 0.0011046263674702184
19095587758137552 0.01187101104078292
19327529376832062 0.03943738663563068
19858537054023509 0.022045496295326594
21147251778176376 0.02341365887219482
21369239093152465 0.03975061795283419
21508567275180971 0.023660351201811203
21625964798715539 0.023652971020612035
22156114607236204 0.03636300301206119
22189256679934601 0.02155977277970733
22199636904292402 0.027270204728760516
22210771880984154 0.019215895284570905
22272519395679670 0.012266674430868152
22572453238447181 0.01808933929737877
22839793515463407 0.01635453993916469
22951036818914582 0.028308925054588374
23505318101376991 0.011886265538651464
23517440871814057 0.011723957553318898
23583771124854170 0.016006227218314795
23630396192534724 0.016048779771695387
24261496547332177 0.015000584616548074
24340475476179280 0.021742897677490047
24446963890407500 0.024404648794110084
24710544459113955 0.005690017424226701
24868679924343959 0.004047896837694354
